公司ID,公司名称,贷款合同ID,贷款起效日期,含供应链信息句子
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Conditions of the Vendor The obligation of the Vendor to complete the sale of the Purchased Assets contemplated by this Agreement is subject to the fulfilment of each of the following conditions: (a) Representations and Warranties – the representations and warranties of the Purchaser contained in this Agreement shall, except as contemplated herein, be true and correct on and as of the Closing Date in all material respects (except to the extent such representation or warranty is already subject to a materiality qualification, in which case it shall be true and correct in all respects) with the same effect as though such representations and warranties had been made as of the Closing Date; 45 (b) Covenants – all of the covenants and agreements of the Purchaser to be performed on or before the Closing Date pursuant to this Agreement shall have been duly performed; (c) Chip Supply Agreement – the execution and delivery by the Purchaser to the Vendor of the Chip Supply Agreement; (d) Closing Agreements - the execution and delivery by the Purchaser to the Vendor of the Closing Agreements; (e) Genus Licence Agreement – the execution and delivery by the Purchaser to the Vendor of the assignment of the Genus Licence Agreement; and (f) Mackenzie Chip Amendment – the execution and delivery by the Purchaser to the Vendor of the Mackenzie Chip Amendment."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Mutual Conditions The obligation of the Vendor to complete the sale of the Purchased Assets contemplated by this Agreement and of the Purchaser to complete the purchase of the Purchased Assets as contemplated by this Agreement is subject to fulfilment of the following conditions: (a) Acquired Tenure (i) the Forest Licence shall have been subdivided in accordance with the Forest Act (British Columbia) in order to create two separate forest licences, one representing the Acquired Tenure as indicated in Schedule “A” having an allowable annual cut of at least 640,000 m3 after the allocation of all of the 20% take-back under the FRA to the Forest Licence (or an allowable annual cut of at least 800,000 m3 before any allocation of the 20% take back under the FRA to the Acquired Tenure) and one representing the Retained Tenure as indicated in Schedule “A”, in each case on terms that do not impose terms, conditions or costs on such tenures which (other than for the reduced level of allowable annual cut therein) individually or in the aggregate, are materially adversely different from those applicable to the Forest Licence and, in all other respects, on terms which are acceptable to both the Vendor and the Purchaser, acting reasonably; and (ii) the Minister of Forests under the Forest Act (British Columbia) shall have provided a written notice to proceed under section 54.1 of the Forest Act (British Columbia) in respect of the transfer of the Acquired Tenure from the Vendor to the Purchaser on the terms contemplated in section 6.5 or as otherwise is acceptable to the Purchaser and the Vendor, in the reasonable exercise of their discretion; 46 (b) Competition Act (i) the Commissioner under the Competition Act (Canada) shall have either issued a certificate under section 102 of the Act, or pursuant to section 123 of that Act the time period within which the completion of the transactions contemplated by this Agreement cannot proceed has expired or the Commissioner has issued a notice that the Commissioner does not intend to make an application under section 92, with respect to the purchase and sale of the Purchased Assets contemplated by this Agreement; and (ii) the Commissioner under the Competition Act (Canada) shall have provided his or her consent to the sale of the Purchased Assets to the Purchaser pursuant to the Consent Agreement; (c) No Orders or Proceedings – no injunction or restraining order of a court or administrative tribunal of competent jurisdiction shall be in effect which prohibits the transactions contemplated by this Agreement and no action or proceeding shall have been instituted and remain pending before any such court or administrative tribunal to restrain or prohibit the transactions contemplated hereby; (d) Consents – the Vendor and the Purchaser have agreed on which of the Agreements and the Licences and Permits are Shared Rights and Obligations and each of the consents, waivers, releases, authorizations and approvals disclosed in Schedule “R” shall have been obtained on or before the Closing Date on terms that, in the case of Agreements (other than the Acquired Tenure and the Retained Tenure, which are addressed in subsection 6.3(a)(i) above) and Licences and Permits, do not impose terms, conditions or costs on the Purchaser that, individually or in aggregate, are materially different from those to which the Vendor was subject immediately prior to Closing, and in all other cases, on terms that are acceptable to both the Purchaser and the Vendor, acting reasonably; and (e) Pre-Closing Date Statement – the Pre-Closing Date Statement shall have been delivered by the Vendor and agreed to by the parties or determined by the Independent Accountants in accordance with section 2.4."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Consequence of Non-Fulfillment If any of the conditions set out in sections 6.1, 6.2 and 6.3 hereof have not been fulfilled by the Closing Date or shall, prior to the Closing Date, have become incapable of fulfillment, either the Vendor or the Purchaser, as the case may be, may terminate this Agreement by notice to the other to that effect, without prejudice however to any right or remedy of the Vendor or the Purchaser, as the case may be, with respect to a breach by the other of any covenant in this Agreement."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004",Compliance with the Forest Act The Vendor and the Purchaser will cooperate and assist each other in completing the notification process and obtaining a notice to proceed from the Minister of Forests under section 54.1 of the Forest Act (British Columbia) in order to facilitate delivery thereof in connection with the transfer of the Acquired Tenure from the Vendor to the Purchaser effective on or before the Closing.
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Compliance with the Competition Act The Purchaser and the Vendor will cooperate and assist each other and use their commercially reasonable best efforts and will in a timely manner take all action and file all documentation and information required in order to comply with the Competition Act (Canada) (including, without limitation, the Consent Agreement)."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","In particular, upon the execution of this Agreement, the Purchaser and the Vendor will promptly prepare and file with the appropriate Governmental Authorities all necessary notices and applications to obtain the consents and approvals or to otherwise fulfill the condition in subsection 6.3(b) and will diligently pursue such consents and approvals and will cooperate fully with each other in order to obtain them as soon as possible."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","The Purchaser shall pay direct to the appropriate Governmental Authority all such taxes, charges and fees, (other than the goods and services tax imposed under Part IX of the Excise Tax Act (Canada) referred to in section 7.3), payable by it in respect of the purchase and sale of the Purchased Assets under this Agreement and, upon the request of the Vendor, the Purchaser shall furnish proof of such payment."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Goods and Services Tax and Harmonized Sales Tax Election The Purchaser and the Vendor shall jointly elect, under subsection 167(1) of Part IX of the Excise Tax Act (Canada), that no Tax be payable with respect to the purchase and sale of the Purchased Assets under this Agreement."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Limitation on Purchaser’s Obligations Notwithstanding any other provision of this Agreement, the Purchaser shall not assume any liability, responsibility or obligation of any nature or kind whatsoever with respect to any Pre-Closing Liabilities and Obligations other than Adjusted Obligations and Liabilities and the Vendor hereby releases the Purchaser from all, and, subject to the time limitations in section 3.3 in the case of Unidentified Pre-Closing Environmental Conditions only, shall indemnify and save the Purchaser harmless from and against any and all Claims against and Liabilities suffered or incurred by the Purchaser with respect to, relating to or arising out of any of those Pre-Closing Liabilities and Obligations (other than Adjusted Obligations and Liabilities)."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","However, if the mutual conditions contained in sections 6.3(a) and 6.3(b) have not been 49 satisfied by May 31, 2005 then, unless the Purchaser and the Vendor agree otherwise, this Agreement will terminate without prejudice to any right or remedy of the Vendor or the Purchaser, as the case may be, with respect to a breach by the other of any covenant in this Agreement."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Vendor’s Closing Documents At the Closing, the Vendor will deliver the following to the Purchaser: (a) the Acquired Tenure and an assignment of the Acquired Tenure to the Purchaser, in such form as the Purchaser may reasonably require; (b) all deeds, bills of sale, transfers and assignments (including all consents contemplated by 6.3(d)) which are necessary to assign or transfer the Purchased Assets (other than the Acquired Tenure) or the Vendor’s interest therein to the Purchaser as contemplated by this Agreement, in such form as the Purchaser may reasonably require; (c) discharges of any Encumbrances against any of the Purchased Assets that are not Permitted Encumbrances, each in form and substance acceptable to the Purchaser, acting reasonably; (d) an executed statement of any adjustments under section 2.6; (e) a certificate of a senior officer of the Vendor as to the accuracy at the Closing Date of the Vendor’s representations and warranties and the performance of its covenants to be performed hereunder on or before the Closing Date, together with particulars of any inaccuracy or non-performance in respect thereof; (f) a certified copy of resolutions of the directors of the Vendor approving the sale of the Purchased Assets as contemplated by this Agreement and the execution and delivery by the Vendor of this Agreement and all documents required to be executed by the Vendor pursuant hereto; (g) an executed copy of the Chip Supply Agreement; (h) an executed copy of the Mackenzie Chip Amendment; (i) executed copies of the Closing Agreements; (j) an executed copy of the assignment of the Genus Licence Agreement; (k) a clearance certificate under section 99 of the Social Services Tax Act (British Columbia); (l) an executed election form under subsection 167(1) of Part IX of the Excise Tax Act (Canada) as contemplated in section 7.3; 50 (m) an opinion of the Vendor’s counsel substantially in the form of Schedule ”X”; and (n) a receipt for the amount of the Purchase Price that is paid at Closing."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Purchaser’s Closing Documents At the Closing, the Purchaser will deliver the following to the Vendor: (a) once all the other Closing documents required under this Agreement have been tabled as contemplated in Section 8.4, payment of the Purchase Price by wire transfer of funds (to an account specified in writing delivered by the Vendor to the Purchaser prior to the Closing Date) payable to the Vendor, or as the Vendor may otherwise direct in writing; (b) such documents as the Vendor may reasonably require with respect to the assumption by the Purchaser from and after the Closing Date of the Assumed Obligations and Liabilities; (c) an executed statement of any adjustments under section 2.6; (d) a certificate of a senior officer of the Purchaser as to the accuracy at the Closing Date of the Purchaser’s representations and warranties and the performance of its covenants to be performed hereunder on or before the Closing Date, together with particulars of any inaccuracy or non-performance in respect thereof; (e) a certified copy of resolutions of the directors of the Purchaser approving the purchase of the Purchased Assets as contemplated by this Agreement and the execution and delivery of this Agreement and all documents required to be executed by the Purchaser pursuant hereto; (f) an executed copy of the Chip Supply Agreement; (g) an executed copy of the Mackenzie Chip Amendment; (h) executed copies of the Closing Agreements; (i) an executed copy of the assignment of the Genus Licence Agreement; (j) an executed election form under subsection 167(l) of Part IX of the Excise Tax Act (Canada) as contemplated in section 7.3; and (k) an opinion of the Purchaser’s counsel substantially in the form of Schedule ”Y”."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Delivery of Books and Records Following the Closing, the Vendor shall deliver or make available to the Purchaser in the respective places where such documents are now located, the Books and Records, including the Vendor’s records relating to the original cost and tax classification of the Purchased Assets and the original Agreements and Licences and Permits to the extent in the possession or control of the Vendor or Canfor, provided that, where any of the Books and Records relate to or are combined with the Vendor’s operations other than the Division, the Vendor will use its commercially reasonable best efforts to extract or copy that portion of the Books and Records relating exclusively or primarily to the Division and deliver such extracts or copies to the Purchaser."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004",The Vendor shall not be responsible for any obligations and liabilities arising under the Collective Agreement from and after the Closing Date in respect of the Union Employees and the Purchaser shall indemnify and save harmless the Vendor from and against all Claims against and Liabilities suffered or incurred by the Vendor arising in respect of the foregoing assumption of obligations and liabilities under and in respect of the Collective Agreement and the employment of the Union Employees from and after the Closing Date.
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Certain Obligations Respecting Employees The Vendor and the Purchaser agree that, with respect to all Employees who become employed by the Purchaser pursuant to sections 9.1 or 9.2: (a) the Vendor will be responsible for and will pay to those Employees: (i) any Employee Plan entitlements which become payable directly by the Vendor as a result of the completion of the transactions contemplated by this Agreement or which are accrued and payable directly by the Vendor but unpaid as at the Closing Date; and (ii) any vacation pay and bonuses accrued or payable that relate to the period up to the Closing Date, including, but without limitation, any bonus or payment to or for Non-Union Employees or Union Employees whether under any Employee Plans or otherwise; and the Vendor shall be responsible for collecting any of the loans owing to the Vendor from any of the Employees, including those on account of home relocation assistances, automobile insurance premiums and computer purchase assistance (and the Purchaser shall have no obligation in connection with any of the foregoing); (b) each Non-Union Employee who is a participant in an Employee Plan that is a pension plan shall as of the Closing Date: (i) become fully vested in all benefits accrued under each such Employee Plan that is a pension plan prior to the Closing Date; 53 (ii) cease to participate or accrue further benefits under each such Employee Plan that is a pension plan after the Closing Date; and (iii) become a deferred vested participant entitled to receive his or her vested benefits under each such Employee Plan that is a pension plan in accordance with the terms thereof based on the employee’s earnings and service up to the Closing Date; and the Vendor will make such amendments to the terms of the Employee Plans as are necessary in connection therewith; and (c) all seniority or length of service rights or benefits previously enjoyed by such Employee as an employee of the Vendor or any of its Affiliates or predecessor companies shall be recognized for all purposes in connection with the Purchaser’s employee plans and benefits, including recognition for all periods of employment recognized under the Employee Plans for purposes of eligibility and vesting requirements (but excluding benefit accruals) including for the purposes of vacation, sick leave, severance entitlement or other like benefits."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Obligations for Employee Claims and Indemnity The Vendor and Purchaser agree that liability for all Claims which may be brought against either of them or their Affiliates by any Employee arising out of or in connection with the termination of such Employee’s employment as contemplated by this Agreement or arising out of any Claim of constructive termination or dismissal as a result of any difference in the terms of employment offered by the Purchaser as provided in this Agreement compared to the terms of employment provided by the Vendor prior to the Closing Date, shall be borne equally by each of the Vendor and the Purchaser and that they will indemnify and hold each other harmless in respect of any amount exceeding a party’s proportionate share of their respective obligations pursuant to this Section 9.4."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Use of Trademarks and Trade Names Immediately following Closing, the Purchaser shall, except as otherwise agreed in writing by the Vendor, eliminate the use by the Division of the name “Canfor” and all or any portion of the trademark ‘Canfor and design’ and any other designation indicating affiliation with Canfor or the Vendor, and any other trademarks, trade names and any other names, marks or other designations held, owned or used by Canfor or the Vendor and in particular: (a) all stationary, cheques and contracts (including purchase orders and customer purchase agreements), bearing the name “Canfor” or “Canadian Forest Products Ltd.”, “CFP” or all or any portion of the trademark ‘Canfor and design’ or “Canadian Forest Products Ltd. or CFP and design” shall be removed or destroyed as soon as possible following Closing; (b) the names “Canfor”, “CFP” or “Canadian Forest Products Ltd.” and the applicable “design” shall be removed from buildings, structures, equipment and other property utilized in the operation of the Division as soon as possible and in any event no later than 60 days after the Closing; (c) the Purchaser will cease using the name “Canfor” and the design in connection with sales of products by the Division except to the extent that such products have already been so marked prior to the Closing; and (d) within a reasonable time after the Closing Date the Purchaser shall notify all customers and suppliers in writing that the Division has been sold and purchased, it being acknowledged that the Vendor may, in its discretion, send similar written notices on behalf of the Vendor to such customer and suppliers."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Indemnification by the Vendor Subject to the limitations in sections 10.1 and 10.4 in regard to representations and warranties, the Vendor shall indemnify, defend and save harmless the Purchaser and its Representatives from and against all Claims against and all Liabilities suffered or incurred by the Purchaser or any of its Representatives as a result of, arising from or in connection with: (a) any misrepresentation or breach of representation or warranty made or given by the Vendor in this Agreement or any certificates furnished by the Vendor pursuant to this Agreement; 56 (b) any non-fulfillment or breach by the Vendor of any covenant or obligation contained in this Agreement required to be performed or complied with by the Vendor prior to, at or after Closing; (c) all Claims and Liabilities for which the Vendor has agreed to indemnify the Purchaser pursuant to a specific provision to that effect in this Agreement; and (d) any Taxes payable by the Purchaser as a result of any Claims or Liabilities, or any payment received by it under this indemnity."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Indemnification by the Purchaser Subject to the limitations in sections 10.1 and 10.4, in regard to representations and warranties, the Purchaser shall indemnify, defend and save harmless the Vendor and its Representatives from and against all Claims against and all Liabilities suffered or incurred by the Vendor or any of its Representatives as a result of, arising from or in connection with: (a) any misrepresentation or breach of representation or warranty made or given by the Purchaser in this Agreement or any certificates furnished by the Purchaser pursuant to this Agreement; (b) any non-fulfillment or breach by the Purchaser of any covenant or obligation contained in this Agreement required to be performed or complied with by the Purchaser prior to, at or after Closing; (c) all Claims and Liabilities for which the Purchaser has agreed to indemnify the Vendor pursuant to a specific provision to that effect in this Agreement; and (d) any Taxes payable by the Vendor as a result of any Claims or Liabilities, or any payment received by it under this indemnity."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Communications The Vendor shall, except as contemplated by sections 6.6 and 11.2, be responsible for the conduct of all communications and discussions with third parties for the purpose of securing any consent required for the assignment of any of the Agreements or Licences and Permits and the Purchaser will not, prior to the Closing, contact any such third party without the consent of the Vendor which consent the Vendor will not unreasonably withhold."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Disclosure of this Agreement, its terms and conditions and the transactions contemplated herein or any confidential information provided by either party in connection therewith shall otherwise be made by the Vendor or the Purchaser only to any legal counsel or any financial advisor engaged by them or as may be required by this Agreement, the Consent Agreement, Applicable Laws or the Toronto or New York Stock Exchanges."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Costs and Expenses and Other Amounts Payable Each party will bear the fees and disbursements of lawyers, accountants, consultants, brokers, finders and investment bankers retained by it and the other out-of-pocket expenses incurred by it in connection with the transactions contemplated by this Agreement (including, in the case of the Vendor, the fees and disbursements of Capital West Partners)."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Entire Agreement This Agreement constitutes the entire agreement between the Vendor and the Purchaser pertaining to the purchase and sale of the Purchased Assets and supersedes all prior agreements, communications, expectations, representations, undertakings, negotiations and discussions, whether oral or written, express or implied, statutory or otherwise, between the Vendor and the Purchaser except as specifically set forth herein."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","In particular, the Purchaser acknowledges and agrees that no representations or warranties, express or implied, are made by the Vendor in respect of the information set out in the Confidential Information Memorandum entitled “Fort St. James Sawmill – Acquisition Opportunity” dated May 19, 2004 prepared by Capital West Partners and that the only representations and warranties made by the Vendor, and on which the Purchaser is relying, are as set out in this Agreement."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Notices Any notice, request, demand, direction or communication required or permitted to be given under this Agreement shall be in writing and delivered by hand or facsimile transmission to the party to which it is to be given as follows: To the Vendor: Canadian Forest Products Ltd. Bentall 5 1500 – 550 Burrard Street Vancouver, British Columbia, V6C 2C1 Attention: David M. Calabrigo Facsimile No."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Assignment Except with the written consent of the other party, neither the Vendor nor the Purchaser may assign any of their respective benefits, obligations or liabilities under or in respect of this Agreement."
311871,POPE & TALBOT INC /DE/,000119312504220076_0002-(EX-2.1)_ASSET_PURCHASE_AGREEMENT_dex21.htm,"DECEMBER 22, 2004","Subject to section 10.6(b), the Vendor and the Purchaser agree to submit to the non-exclusive jurisdiction of the courts of British Columbia with respect to any dispute, claim or matter relating to this Agreement or the purchase and sale transaction contemplated herein."
320187,NIKE INC,000032018704000286_0002-(EX-99)_TRANSCRIPT_OF_EARNINGS_RELEASE_CONF._CALL_exhibit_99ercc.txt,"December 16, 2004","As you heard from Don, our gross margins are 44.1 percent in part driven by currency, and in part driven by the increasing benefits we're deriving from our global supply chain improvement."
320187,NIKE INC,000032018704000286_0002-(EX-99)_TRANSCRIPT_OF_EARNINGS_RELEASE_CONF._CALL_exhibit_99ercc.txt,"December 16, 2004","As we told you previously, our recent supply chain implementation in Asia puts almost 90 percent of our revenue base on the new system."
320187,NIKE INC,000032018704000286_0002-(EX-99)_TRANSCRIPT_OF_EARNINGS_RELEASE_CONF._CALL_exhibit_99ercc.txt,"December 16, 2004","Charlie, you mentioned that 90 percent of the business is on the supply chain systems."
320187,NIKE INC,000032018704000286_0002-(EX-99)_TRANSCRIPT_OF_EARNINGS_RELEASE_CONF._CALL_exhibit_99ercc.txt,"December 16, 2004","And then, where do you see the kind of non currency related margin opportunity internationally related to supply chain?"
320187,NIKE INC,000032018704000286_0002-(EX-99)_TRANSCRIPT_OF_EARNINGS_RELEASE_CONF._CALL_exhibit_99ercc.txt,"December 16, 2004","We think there's still opportunities in the product cost itself, which is working back the supply chain in to the factory base."
320187,NIKE INC,000032018704000301_0002-(EX-10)_MP_COVENANT_NOT_TO_COMPETE_exhibit-10_1mp.txt,"December 28, 2004","Over the course of EMPLOYEE's employment with NIKE, EMPLOYEE will be or has been exposed to and/or in a position to generate confidential information including but not limited to confidential techniques, methods, styles, designs and design concepts, developments, customer lists, vendor lists, contract factory lists, pricing information, manufacturing plans, business plans, marketing plans, sales information, methods of operation, knowledge and data relating to processes, products, machines, compounds and compositions, formulae, lasts and molds."
320187,NIKE INC,000032018704000301_0003-(EX-10)_CD_COVENANT_NOT_TO_COMPETE_exhibit-10_2cd.txt,"December 28, 2004","Without limiting the foregoing, Protected Information includes information relating to NIKE's research and development activities, its intellectual property and the filing or pendency of patent applications, confidential techniques, methods, styles, designs, design concepts and ideas, customer and vendor lists, contract factory lists, pricing information, manufacturing plans, business and marketing plans, sales information, methods of operation, manufacturing processes and methods, products, and personnel information."
350077,WMS INDUSTRIES INC /DE/,000114420404023194_0002-(EX-10.1)_v010567_ex10-1.txt,"June 15, 2001","10.1 As used herein, the term ""Confidential Information"" shall mean any and all information of the Corporation and of its subsidiaries (for purposes of this paragraph, the Corporation's subsidiaries shall be deemed included within the meaning of ""Corporation""), including, but not limited to, all data, compilations, programs, devices, strategies, or methods concerning or related to (i) the Corporation's finances, financial condition, results of operations, employee relations, amounts of compensation paid to officers and employees and any other data or information relating to the internal affairs of the Corporation and its operations; (ii) the terms and conditions (including prices) of sales and offers of sales of the Corporation's products and services; (iii) the terms, conditions and current status of the Corporation's agreements and relationship with any customer or supplier; (iv) the customer and supplier lists and the identities and business preferences of the Corporation's actual and prospective customers and suppliers or any employee or agent thereof with whom the Corporation communicates; (v) the trade secrets, manufacturing and operating techniques, price data, costs, methods, systems, plans, procedures, formulas, processes, hardware, software, machines, inventions, designs, drawings, artwork, blueprints, specifications, tools, skills, ideas, and strategic plans possessed, developed, accumulated or acquired by the Corporation; (vi) any communications between the Corporation, its officers, directors, stockholders, or employees, and any attorney retained by the Corporation for any purpose, or any person retained or employed by such attorney for the purpose of assisting such attorney in his or her representation of the Corporation; (vii) any other information and knowledge with respect to all products developed or in any stage of development by the Corporation; (viii) the abilities and specialized training or experience of others who as employees or consultants of the Corporation during the Term have engaged in the design or development of any such products; and (ix) any other matter or thing, whether or not recorded on any medium, (a) by which the Corporation derives actual or potential economic value from such matter or thing being not generally known to other persons or entities who might obtain economic value from its disclosure or use, or (b) which gives the Corporation an opportunity to obtain an advantage over its competitors who do not know or use the same."
350077,WMS INDUSTRIES INC /DE/,000114420404023194_0002-(EX-10.1)_v010567_ex10-1.txt,"June 15, 2001","For purposes of this Agreement, ""cause"" means (i) conviction (pursuant to a final or non-appealable judgment) of a felony or any other crime involving fraud, larceny or dishonesty; (ii) failure and refusal to follow a reasonable direction of the Board of Directors of the Corporation after notice in writing of such failure or refusal and a cure period of ten days thereafter; (iii) commission of any dishonest, willful or grossly negligent act which has or is reasonably likely to have a material adverse effect on the Corporation or its customer or trade relationships; or (iv) failure or refusal to provide accurate and reasonably complete information with respect to Executive's personal history to the Corporation or to governmental agencies regulating the business of the Corporation, failure or refusal to reasonably cooperate with such regulators or failure to obtain necessary regulatory licensing approvals or clearances because of intentionally inaccurate, intentionally incomplete or falsified information provided by Executive."
350077,WMS INDUSTRIES INC /DE/,000114420404023194_0002-(EX-10.1)_v010567_ex10-1.txt,"June 15, 2001","(d) In addition to any other available legal rights, the Corporation shall have the right to withhold payment to Executive of any amounts otherwise payable under this Agreement if, in the reasonable determination of the Board of Directors of the Corporation, Executive has committed a felony or engaged in a dishonest or fraudulent act if such felony or dishonest or fraudulent act has or is reasonably likely to have a material adverse affect on the Corporation, its customers, trade relations or its gaming licenses."
350563,TECO ENERGY INC,000119312504220950_0002-(EX-2.1)_PURCHASE_AND_SALES_AGREEMENT_dex21.htm,"December 1, 2004","- 5 - Purchase and Sale Agreement “Intellectual Property” means all intellectual property rights, both statutory and common law rights, worldwide, including: (a) all trademarks, service marks, trade names, trade dress, brand names, slogans, domain names, registrations, and any trademarks or servicemarks issuing from applications for registrations for the foregoing, including any goodwill associated therewith; (b) patents and patents issuing from patent applications; (c) copyrights, and registrations and applications for registrations thereof; and (d) confidential know-how, trade secrets and similar proprietary rights in confidential inventions, discoveries, improvements, operating data and instructions, drawings, processes, techniques, devices, methods, patterns, formulae, specifications, and lists of suppliers, vendors, customers, and distributors."
350563,TECO ENERGY INC,000119312504220950_0002-(EX-2.1)_PURCHASE_AND_SALES_AGREEMENT_dex21.htm,"December 1, 2004","For purposes of this Section 3.3(b)(iv) , “Replacement Cost Excess” means an amount equal to (1) the aggregate of the actual costs incurred by the Company (acting in good faith to minimize such costs) to purchase from General Electric or an Affiliate of General Electric, or from any other mutually agreeable vendor, a new and unused replacement for each Unusable or Undelivered Refurbished Part, such actual costs to be adjusted to reflect the actual remaining life cycles of the part that is being replaced determined in accordance with GAAP utilizing General Electric’s latest issued version of GER3620 as of the Closing minus (2) the aggregate of the values for each of the Unusable or Undelivered Parts reflected on the September 30 Inventory Schedule."
350644,SCIENCE DYNAMICS CORP,000101376204001425_0002-(EX-21)_dec222004form8kex21.txt,"December 16, 2004","15 Except as set forth in Schedule 4.23, neither the Sellers, the Company, any Subsidiary of the Company, any affiliate of the Company or the Sellers nor any officer or employee of any of them (i) owns any direct or indirect interest of any kind in, or controls or is a director, officer, employee or partner of, or consultant to, or lender to or borrower from or has the right to participate in the profits of, any person or entity which is (A) a competitor, supplier, customer, landlord, tenant, creditor or debtor of the Company or any of its Subsidiaries, (B) engaged in a business related to the business of the Company or any of its Subsidiaries, or (C) a participant in any transaction to which the Company or any of its Subsidiaries is a party or (ii) is a party to any Contract with the Company or any of its Subsidiaries."
